,year,month,unc_h,unc_fld,unc_flu,unc_ta,eps,intercept
63,2017.0,1.0,3.7890625,-2.783203125,-3.291015625,-0.896484375,0.7819999999999998,0.0
64,2017.0,1.0,3.7890625,-2.783203125,-1.064453125,0.548828125,0.7099999999999997,0.0
65,2017.0,1.0,3.7890625,-4.677734375,-3.291015625,0.548828125,0.6839999999999997,0.0
66,2017.0,1.0,16.2109375,-2.783203125,-3.291015625,0.548828125,0.6479999999999997,0.0
67,2017.0,1.0,16.2109375,-4.677734375,-1.064453125,0.548828125,0.6899999999999997,0.0
68,2017.0,1.0,16.2109375,-4.677734375,-3.291015625,-0.896484375,0.7599999999999998,0.0
69,2017.0,1.0,16.2109375,-4.677734375,-3.291015625,0.548828125,0.6559999999999997,0.0
70,2017.0,1.0,-16.2109375,2.216796875,3.935546875,0.103515625,0.8479999999999999,0.0
71,2017.0,1.0,-3.7890625,2.216796875,3.935546875,0.103515625,0.8199999999999998,0.0
72,2017.0,1.0,-16.2109375,0.322265625,3.935546875,0.103515625,0.8519999999999999,0.0
73,2017.0,1.0,-16.2109375,2.216796875,1.708984375,0.103515625,0.8159999999999998,0.0
74,2017.0,1.0,-16.2109375,2.216796875,3.935546875,-0.451171875,0.8899999999999999,0.0
75,2017.0,1.0,-16.2109375,0.322265625,1.708984375,-0.451171875,0.8619999999999999,0.0
76,2017.0,1.0,-3.7890625,2.216796875,1.708984375,-0.451171875,0.8299999999999998,0.0
77,2017.0,1.0,-3.7890625,0.322265625,3.935546875,-0.451171875,0.8639999999999999,0.0
78,2017.0,1.0,-3.7890625,0.322265625,1.708984375,0.103515625,0.7919999999999998,0.0
79,2017.0,1.0,-3.7890625,0.322265625,1.708984375,-0.451171875,0.8319999999999999,0.0
80,2017.0,1.0,-17.4609375,-3.095703125,-4.501953125,-0.083984375,0.7539999999999998,0.0
81,2017.0,1.0,4.9609375,-3.095703125,-4.501953125,-0.083984375,0.7019999999999997,0.0
82,2017.0,1.0,-17.4609375,-2.490234375,-4.501953125,-0.083984375,0.7519999999999998,0.0
83,2017.0,1.0,-17.4609375,-3.095703125,4.521484375,-0.083984375,0.8799999999999999,0.0
84,2017.0,1.0,-17.4609375,-3.095703125,-4.501953125,0.611328125,0.7039999999999997,0.0
85,2017.0,1.0,-17.4609375,-2.490234375,4.521484375,0.611328125,0.8319999999999999,0.0
86,2017.0,1.0,4.9609375,-3.095703125,4.521484375,0.611328125,0.7839999999999998,0.0
87,2017.0,1.0,4.9609375,-2.490234375,-4.501953125,0.611328125,0.6479999999999997,0.0
88,2017.0,1.0,4.9609375,-2.490234375,4.521484375,-0.083984375,0.8319999999999999,0.0
89,2017.0,1.0,4.9609375,-2.490234375,4.521484375,0.611328125,0.7819999999999998,0.0
90,2017.0,1.0,2.5390625,1.904296875,0.498046875,0.916015625,0.6939999999999997,0.0
91,2017.0,1.0,-15.0390625,1.904296875,0.498046875,0.916015625,0.7359999999999998,0.0
92,2017.0,1.0,2.5390625,2.509765625,0.498046875,0.916015625,0.6919999999999997,0.0
93,2017.0,1.0,2.5390625,1.904296875,-0.478515625,0.916015625,0.6779999999999997,0.0
94,2017.0,1.0,2.5390625,1.904296875,0.498046875,-0.388671875,0.7919999999999998,0.0
95,2017.0,1.0,2.5390625,2.509765625,-0.478515625,-0.388671875,0.7759999999999998,0.0
96,2017.0,1.0,-15.0390625,1.904296875,-0.478515625,-0.388671875,0.8199999999999998,0.0
97,2017.0,1.0,-15.0390625,2.509765625,0.498046875,-0.388671875,0.8319999999999999,0.0
98,2017.0,1.0,-15.0390625,2.509765625,-0.478515625,0.916015625,0.7179999999999997,0.0
99,2017.0,1.0,-15.0390625,2.509765625,-0.478515625,-0.388671875,0.8179999999999998,0.0
100,2017.0,1.0,12.5390625,-0.595703125,-2.001953125,-0.583984375,0.7519999999999998,0.0
101,2017.0,1.0,-5.0390625,-0.595703125,-2.001953125,-0.583984375,0.7939999999999998,0.0
102,2017.0,1.0,12.5390625,0.009765625,-2.001953125,-0.583984375,0.7499999999999998,0.0
103,2017.0,1.0,12.5390625,-0.595703125,2.021484375,-0.583984375,0.8119999999999998,0.0
104,2017.0,1.0,12.5390625,-0.595703125,-2.001953125,-0.888671875,0.7759999999999998,0.0
105,2017.0,1.0,12.5390625,0.009765625,2.021484375,-0.888671875,0.8339999999999999,0.0
106,2017.0,1.0,-5.0390625,-0.595703125,2.021484375,-0.888671875,0.8739999999999999,0.0
107,2017.0,1.0,-5.0390625,0.009765625,-2.001953125,-0.888671875,0.8159999999999998,0.0
108,2017.0,1.0,-5.0390625,0.009765625,2.021484375,-0.583984375,0.8499999999999999,0.0
109,2017.0,1.0,-5.0390625,0.009765625,2.021484375,-0.888671875,0.8719999999999999,0.0
110,2017.0,1.0,-7.4609375,4.404296875,2.998046875,0.416015625,0.7859999999999998,0.0
111,2017.0,1.0,14.9609375,4.404296875,2.998046875,0.416015625,0.7339999999999998,0.0
112,2017.0,1.0,-7.4609375,-4.990234375,2.998046875,0.416015625,0.8079999999999998,0.0
113,2017.0,1.0,-7.4609375,4.404296875,-2.978515625,0.416015625,0.6899999999999997,0.0
114,2017.0,1.0,-7.4609375,4.404296875,2.998046875,0.111328125,0.8079999999999998,0.0
115,2017.0,1.0,-7.4609375,-4.990234375,-2.978515625,0.111328125,0.7459999999999998,0.0
116,2017.0,1.0,14.9609375,4.404296875,-2.978515625,0.111328125,0.6559999999999997,0.0
117,2017.0,1.0,14.9609375,-4.990234375,2.998046875,0.111328125,0.7819999999999998,0.0
118,2017.0,1.0,14.9609375,-4.990234375,-2.978515625,0.416015625,0.6739999999999997,0.0
119,2017.0,1.0,14.9609375,-4.990234375,-2.978515625,0.111328125,0.6959999999999997,0.0
120,2017.0,1.0,-2.4609375,-1.845703125,1.748046875,0.166015625,0.7899999999999998,0.0
121,2017.0,1.0,19.9609375,-1.845703125,1.748046875,0.166015625,0.7399999999999998,0.0
122,2017.0,1.0,-2.4609375,-1.240234375,1.748046875,0.166015625,0.7879999999999998,0.0
123,2017.0,1.0,-2.4609375,-1.845703125,0.771484375,0.166015625,0.7759999999999998,0.0
124,2017.0,1.0,-2.4609375,-1.845703125,1.748046875,-0.638671875,0.8479999999999999,0.0
125,2017.0,1.0,-2.4609375,-1.240234375,0.771484375,-0.638671875,0.8339999999999999,0.0
126,2017.0,1.0,19.9609375,-1.845703125,0.771484375,-0.638671875,0.7839999999999998,0.0
127,2017.0,1.0,19.9609375,-1.240234375,1.748046875,-0.638671875,0.7979999999999998,0.0
128,2017.0,1.0,19.9609375,-1.240234375,0.771484375,0.166015625,0.7239999999999998,0.0
129,2017.0,1.0,19.9609375,-1.240234375,0.771484375,-0.638671875,0.7839999999999998,0.0
130,2017.0,1.0,17.5390625,3.154296875,-3.251953125,-0.833984375,0.7299999999999998,0.0
131,2017.0,1.0,-0.0390625,3.154296875,-3.251953125,-0.833984375,0.7719999999999998,0.0
132,2017.0,1.0,17.5390625,3.759765625,-3.251953125,-0.833984375,0.7279999999999998,0.0
133,2017.0,1.0,17.5390625,3.154296875,-4.228515625,-0.833984375,0.7119999999999997,0.0
134,2017.0,1.0,17.5390625,3.154296875,-3.251953125,0.361328125,0.6299999999999997,0.0
135,2017.0,1.0,17.5390625,3.759765625,-4.228515625,0.361328125,0.6099999999999997,0.0
136,2017.0,1.0,-0.0390625,3.154296875,-4.228515625,0.361328125,0.6579999999999997,0.0
137,2017.0,1.0,-0.0390625,3.759765625,-3.251953125,0.361328125,0.6719999999999997,0.0
138,2017.0,1.0,-0.0390625,3.759765625,-4.228515625,-0.833984375,0.7539999999999998,0.0
139,2017.0,1.0,-0.0390625,3.759765625,-4.228515625,0.361328125,0.6559999999999997,0.0
140,2017.0,1.0,7.5390625,-4.345703125,4.248046875,0.666015625,0.7739999999999998,0.0
141,2017.0,1.0,-10.0390625,-4.345703125,4.248046875,0.666015625,0.8119999999999998,0.0
142,2017.0,1.0,7.5390625,1.259765625,4.248046875,0.666015625,0.7599999999999998,0.0
143,2017.0,1.0,7.5390625,-4.345703125,3.271484375,0.666015625,0.7619999999999998,0.0
144,2017.0,1.0,7.5390625,-4.345703125,4.248046875,0.861328125,0.7619999999999998,0.0
145,2017.0,1.0,7.5390625,1.259765625,3.271484375,0.861328125,0.7319999999999998,0.0
146,2017.0,1.0,-10.0390625,-4.345703125,3.271484375,0.861328125,0.7859999999999998,0.0
147,2017.0,1.0,-10.0390625,1.259765625,4.248046875,0.861328125,0.7839999999999998,0.0
148,2017.0,1.0,-10.0390625,1.259765625,3.271484375,0.666015625,0.7839999999999998,0.0
149,2017.0,1.0,-10.0390625,1.259765625,3.271484375,0.861328125,0.7699999999999998,0.0
150,2017.0,1.0,-12.4609375,0.654296875,-0.751953125,-0.333984375,0.8079999999999998,0.0
151,2017.0,1.0,9.9609375,0.654296875,-0.751953125,-0.333984375,0.7559999999999998,0.0
152,2017.0,1.0,-12.4609375,-3.740234375,-0.751953125,-0.333984375,0.8179999999999998,0.0
153,2017.0,1.0,-12.4609375,0.654296875,-1.728515625,-0.333984375,0.7939999999999998,0.0
154,2017.0,1.0,-12.4609375,0.654296875,-0.751953125,-0.138671875,0.7919999999999998,0.0
155,2017.0,1.0,-12.4609375,-3.740234375,-1.728515625,-0.138671875,0.7899999999999998,0.0
156,2017.0,1.0,9.9609375,0.654296875,-1.728515625,-0.138671875,0.7239999999999998,0.0
157,2017.0,1.0,9.9609375,-3.740234375,-0.751953125,-0.138671875,0.7539999999999998,0.0
158,2017.0,1.0,9.9609375,-3.740234375,-1.728515625,-0.333984375,0.7519999999999998,0.0
159,2017.0,1.0,9.9609375,-3.740234375,-1.728515625,-0.138671875,0.7379999999999998,0.0
160,2017.0,1.0,-14.9609375,-1.220703125,4.873046875,-0.958984375,0.94,0.0
161,2017.0,1.0,-17.5390625,-1.220703125,4.873046875,-0.958984375,0.946,0.0
162,2017.0,1.0,-14.9609375,-4.365234375,4.873046875,-0.958984375,0.942,0.0
163,2017.0,1.0,-14.9609375,-1.220703125,0.146484375,-0.958984375,0.8779999999999999,0.0
164,2017.0,1.0,-14.9609375,-1.220703125,4.873046875,-0.513671875,0.9079999999999999,0.0
165,2017.0,1.0,-14.9609375,-4.365234375,0.146484375,-0.513671875,0.8499999999999999,0.0
166,2017.0,1.0,-17.5390625,-1.220703125,0.146484375,-0.513671875,0.8499999999999999,0.0
167,2017.0,1.0,-17.5390625,-4.365234375,4.873046875,-0.513671875,0.9179999999999999,0.0
168,2017.0,1.0,-17.5390625,-4.365234375,0.146484375,-0.958984375,0.8879999999999999,0.0
169,2017.0,1.0,-17.5390625,-4.365234375,0.146484375,-0.513671875,0.8559999999999999,0.0
170,2017.0,1.0,5.0390625,3.779296875,-0.126953125,0.041015625,0.7379999999999998,0.0
171,2017.0,1.0,2.4609375,3.779296875,-0.126953125,0.041015625,0.7439999999999998,0.0
172,2017.0,1.0,5.0390625,0.634765625,-0.126953125,0.041015625,0.7479999999999998,0.0
173,2017.0,1.0,5.0390625,3.779296875,-4.853515625,0.041015625,0.6559999999999997,0.0
174,2017.0,1.0,5.0390625,3.779296875,-0.126953125,0.486328125,0.7039999999999997,0.0
175,2017.0,1.0,5.0390625,0.634765625,-4.853515625,0.486328125,0.6359999999999997,0.0
176,2017.0,1.0,2.4609375,3.779296875,-4.853515625,0.486328125,0.6279999999999997,0.0
177,2017.0,1.0,2.4609375,0.634765625,-0.126953125,0.486328125,0.7199999999999998,0.0
178,2017.0,1.0,2.4609375,0.634765625,-4.853515625,0.041015625,0.6779999999999997,0.0
179,2017.0,1.0,2.4609375,0.634765625,-4.853515625,0.486328125,0.6439999999999997,0.0
180,2017.0,1.0,15.0390625,-3.720703125,2.373046875,-0.458984375,0.8099999999999998,0.0
181,2017.0,1.0,12.4609375,-3.720703125,2.373046875,-0.458984375,0.8139999999999998,0.0
182,2017.0,1.0,15.0390625,3.134765625,2.373046875,-0.458984375,0.7939999999999998,0.0
183,2017.0,1.0,15.0390625,-3.720703125,2.646484375,-0.458984375,0.8139999999999998,0.0
184,2017.0,1.0,15.0390625,-3.720703125,2.373046875,0.986328125,0.7099999999999997,0.0
185,2017.0,1.0,15.0390625,3.134765625,2.646484375,0.986328125,0.6899999999999997,0.0
186,2017.0,1.0,12.4609375,-3.720703125,2.646484375,0.986328125,0.7199999999999998,0.0
187,2017.0,1.0,12.4609375,3.134765625,2.373046875,0.986328125,0.6899999999999997,0.0
188,2017.0,1.0,12.4609375,3.134765625,2.646484375,-0.458984375,0.8039999999999998,0.0
189,2017.0,1.0,12.4609375,3.134765625,2.646484375,0.986328125,0.6939999999999997,0.0
190,2017.0,1.0,-4.9609375,1.279296875,-2.626953125,0.541015625,0.6919999999999997,0.0
191,2017.0,1.0,-7.5390625,1.279296875,-2.626953125,0.541015625,0.6979999999999997,0.0
192,2017.0,1.0,-4.9609375,-1.865234375,-2.626953125,0.541015625,0.7039999999999997,0.0
193,2017.0,1.0,-4.9609375,1.279296875,-2.353515625,0.541015625,0.6959999999999997,0.0
194,2017.0,1.0,-4.9609375,1.279296875,-2.626953125,-0.013671875,0.7339999999999998,0.0
195,2017.0,1.0,-4.9609375,-1.865234375,-2.353515625,-0.013671875,0.7479999999999998,0.0
196,2017.0,1.0,-7.5390625,1.279296875,-2.353515625,-0.013671875,0.7439999999999998,0.0
197,2017.0,1.0,-7.5390625,-1.865234375,-2.626953125,-0.013671875,0.7499999999999998,0.0
198,2017.0,1.0,-7.5390625,-1.865234375,-2.353515625,0.541015625,0.7139999999999997,0.0
199,2017.0,1.0,-7.5390625,-1.865234375,-2.353515625,-0.013671875,0.7539999999999998,0.0
200,2017.0,1.0,-9.9609375,-4.970703125,-1.376953125,0.791015625,0.7279999999999998,0.0
201,2017.0,1.0,-2.5390625,-4.970703125,-1.376953125,0.791015625,0.7119999999999997,0.0
202,2017.0,1.0,-9.9609375,-3.115234375,-1.376953125,0.791015625,0.7219999999999998,0.0
203,2017.0,1.0,-9.9609375,-4.970703125,3.896484375,0.791015625,0.7999999999999998,0.0
204,2017.0,1.0,-9.9609375,-4.970703125,-1.376953125,0.736328125,0.7319999999999998,0.0
205,2017.0,1.0,-9.9609375,-3.115234375,3.896484375,0.736328125,0.7999999999999998,0.0
206,2017.0,1.0,-2.5390625,-4.970703125,3.896484375,0.736328125,0.7879999999999998,0.0
207,2017.0,1.0,-2.5390625,-3.115234375,-1.376953125,0.736328125,0.7079999999999997,0.0
208,2017.0,1.0,-2.5390625,-3.115234375,3.896484375,0.791015625,0.7799999999999998,0.0
209,2017.0,1.0,-2.5390625,-3.115234375,3.896484375,0.736328125,0.7839999999999998,0.0
210,2017.0,1.0,10.0390625,0.029296875,3.623046875,-0.208984375,0.8119999999999998,0.0
211,2017.0,1.0,17.4609375,0.029296875,3.623046875,-0.208984375,0.7959999999999998,0.0
212,2017.0,1.0,10.0390625,1.884765625,3.623046875,-0.208984375,0.8079999999999998,0.0
213,2017.0,1.0,10.0390625,0.029296875,-1.103515625,-0.208984375,0.7419999999999998,0.0
214,2017.0,1.0,10.0390625,0.029296875,3.623046875,-0.263671875,0.8159999999999998,0.0
215,2017.0,1.0,10.0390625,1.884765625,-1.103515625,-0.263671875,0.7399999999999998,0.0
216,2017.0,1.0,17.4609375,0.029296875,-1.103515625,-0.263671875,0.7279999999999998,0.0
217,2017.0,1.0,17.4609375,1.884765625,3.623046875,-0.263671875,0.7959999999999998,0.0
218,2017.0,1.0,17.4609375,1.884765625,-1.103515625,-0.208984375,0.7179999999999997,0.0
219,2017.0,1.0,17.4609375,1.884765625,-1.103515625,-0.263671875,0.7219999999999998,0.0
220,2017.0,1.0,0.0390625,-2.470703125,-3.876953125,0.291015625,0.6939999999999997,0.0
221,2017.0,1.0,7.4609375,-2.470703125,-3.876953125,0.291015625,0.6759999999999997,0.0
222,2017.0,1.0,0.0390625,4.384765625,-3.876953125,0.291015625,0.6639999999999997,0.0
223,2017.0,1.0,0.0390625,-2.470703125,1.396484375,0.291015625,0.7719999999999998,0.0
224,2017.0,1.0,0.0390625,-2.470703125,-3.876953125,-0.763671875,0.7719999999999998,0.0
225,2017.0,1.0,0.0390625,4.384765625,1.396484375,-0.763671875,0.8359999999999999,0.0
226,2017.0,1.0,7.4609375,-2.470703125,1.396484375,-0.763671875,0.8319999999999999,0.0
227,2017.0,1.0,7.4609375,4.384765625,-3.876953125,-0.763671875,0.7339999999999998,0.0
228,2017.0,1.0,7.4609375,4.384765625,1.396484375,0.291015625,0.7359999999999998,0.0
229,2017.0,1.0,7.4609375,4.384765625,1.396484375,-0.763671875,0.8179999999999998,0.0
230,2017.0,1.0,-19.9609375,2.529296875,1.123046875,-0.708984375,0.8779999999999999,0.0
231,2017.0,1.0,-12.5390625,2.529296875,1.123046875,-0.708984375,0.8599999999999999,0.0
232,2017.0,1.0,-19.9609375,-0.615234375,1.123046875,-0.708984375,0.8839999999999999,0.0
233,2017.0,1.0,-19.9609375,2.529296875,-3.603515625,-0.708984375,0.8079999999999998,0.0
234,2017.0,1.0,-19.9609375,2.529296875,1.123046875,0.236328125,0.8059999999999998,0.0
235,2017.0,1.0,-19.9609375,-0.615234375,-3.603515625,0.236328125,0.7419999999999998,0.0
236,2017.0,1.0,-12.5390625,2.529296875,-3.603515625,0.236328125,0.7139999999999997,0.0
237,2017.0,1.0,-12.5390625,-0.615234375,1.123046875,0.236328125,0.7959999999999998,0.0
238,2017.0,1.0,-12.5390625,-0.615234375,-3.603515625,-0.708984375,0.7979999999999998,0.0
239,2017.0,1.0,-12.5390625,-0.615234375,-3.603515625,0.236328125,0.7239999999999998,0.0
240,2017.0,1.0,-19.94140625,-1.2353515625,-0.5224609375,-0.0263671875,0.8099999999999998,0.0
241,2017.0,1.0,2.28515625,-1.2353515625,-0.5224609375,-0.0263671875,0.7579999999999998,0.0
242,2017.0,1.0,-19.94140625,3.4423828125,-0.5224609375,-0.0263671875,0.7979999999999998,0.0
243,2017.0,1.0,-19.94140625,-1.2353515625,-2.5830078125,-0.0263671875,0.7799999999999998,0.0
244,2017.0,1.0,-19.94140625,-1.2353515625,-0.5224609375,0.1748046875,0.7959999999999998,0.0
245,2017.0,1.0,-19.94140625,3.4423828125,-2.5830078125,0.1748046875,0.7499999999999998,0.0
246,2017.0,1.0,2.28515625,-1.2353515625,-2.5830078125,0.1748046875,0.7119999999999997,0.0
247,2017.0,1.0,2.28515625,3.4423828125,-0.5224609375,0.1748046875,0.7279999999999998,0.0
248,2017.0,1.0,2.28515625,3.4423828125,-2.5830078125,-0.0263671875,0.7099999999999997,0.0
249,2017.0,1.0,2.28515625,3.4423828125,-2.5830078125,0.1748046875,0.6939999999999997,0.0
250,2017.0,1.0,0.05859375,3.7646484375,4.4775390625,0.9736328125,0.7499999999999998,0.0
251,2017.0,1.0,-17.71484375,3.7646484375,4.4775390625,0.9736328125,0.7899999999999998,0.0
252,2017.0,1.0,0.05859375,-1.5576171875,4.4775390625,0.9736328125,0.7659999999999998,0.0
253,2017.0,1.0,0.05859375,3.7646484375,2.4169921875,0.9736328125,0.7179999999999997,0.0
254,2017.0,1.0,0.05859375,3.7646484375,4.4775390625,-0.8251953125,0.8839999999999999,0.0
255,2017.0,1.0,0.05859375,-1.5576171875,2.4169921875,-0.8251953125,0.8639999999999999,0.0
256,2017.0,1.0,-17.71484375,3.7646484375,2.4169921875,-0.8251953125,0.8979999999999999,0.0
257,2017.0,1.0,-17.71484375,-1.5576171875,4.4775390625,-0.8251953125,0.9319999999999999,0.0
258,2017.0,1.0,-17.71484375,-1.5576171875,2.4169921875,0.9736328125,0.7759999999999998,0.0
259,2017.0,1.0,-17.71484375,-1.5576171875,2.4169921875,-0.8251953125,0.9059999999999999,0.0
260,2017.0,1.0,10.05859375,-3.7353515625,-3.0224609375,-0.5263671875,0.7479999999999998,0.0
261,2017.0,1.0,-7.71484375,-3.7353515625,-3.0224609375,-0.5263671875,0.7879999999999998,0.0
262,2017.0,1.0,10.05859375,-4.0576171875,-3.0224609375,-0.5263671875,0.7479999999999998,0.0
263,2017.0,1.0,10.05859375,-3.7353515625,-0.0830078125,-0.5263671875,0.7899999999999998,0.0
264,2017.0,1.0,10.05859375,-3.7353515625,-3.0224609375,-0.3251953125,0.7319999999999998,0.0
265,2017.0,1.0,10.05859375,-4.0576171875,-0.0830078125,-0.3251953125,0.7779999999999998,0.0
266,2017.0,1.0,-7.71484375,-3.7353515625,-0.0830078125,-0.3251953125,0.8159999999999998,0.0
267,2017.0,1.0,-7.71484375,-4.0576171875,-3.0224609375,-0.3251953125,0.7739999999999998,0.0
268,2017.0,1.0,-7.71484375,-4.0576171875,-0.0830078125,-0.5263671875,0.8299999999999998,0.0
269,2017.0,1.0,-7.71484375,-4.0576171875,-0.0830078125,-0.3251953125,0.8159999999999998,0.0
270,2017.0,1.0,-9.94140625,1.2646484375,1.9775390625,0.4736328125,0.7799999999999998,0.0
271,2017.0,1.0,12.28515625,1.2646484375,1.9775390625,0.4736328125,0.7299999999999998,0.0
272,2017.0,1.0,-9.94140625,0.9423828125,1.9775390625,0.4736328125,0.7799999999999998,0.0
273,2017.0,1.0,-9.94140625,1.2646484375,4.9169921875,0.4736328125,0.8219999999999998,0.0
274,2017.0,1.0,-9.94140625,1.2646484375,1.9775390625,0.6748046875,0.7659999999999998,0.0
