,year,month,unc_h,unc_fld,unc_flu,unc_ta,eps
100,2017.0,1.0,12.5390625,-0.595703125,-2.001953125,-0.583984375,0.8879999999999999
101,2017.0,1.0,-5.0390625,-0.595703125,-2.001953125,-0.583984375,0.8879999999999999
102,2017.0,1.0,12.5390625,0.009765625,-2.001953125,-0.583984375,0.8879999999999999
103,2017.0,1.0,12.5390625,-0.595703125,2.021484375,-0.583984375,0.8859999999999999
104,2017.0,1.0,12.5390625,-0.595703125,-2.001953125,-0.888671875,0.8879999999999999
105,2017.0,1.0,12.5390625,0.009765625,2.021484375,-0.888671875,0.8859999999999999
106,2017.0,1.0,-5.0390625,-0.595703125,2.021484375,-0.888671875,0.8859999999999999
107,2017.0,1.0,-5.0390625,0.009765625,-2.001953125,-0.888671875,0.8879999999999999
108,2017.0,1.0,-5.0390625,0.009765625,2.021484375,-0.583984375,0.8859999999999999
109,2017.0,1.0,-5.0390625,0.009765625,2.021484375,-0.888671875,0.8859999999999999
110,2017.0,1.0,-7.4609375,4.404296875,2.998046875,0.416015625,0.8859999999999999
111,2017.0,1.0,14.9609375,4.404296875,2.998046875,0.416015625,0.8859999999999999
112,2017.0,1.0,-7.4609375,-4.990234375,2.998046875,0.416015625,0.8819999999999999
113,2017.0,1.0,-7.4609375,4.404296875,-2.978515625,0.416015625,0.8919999999999999
114,2017.0,1.0,-7.4609375,4.404296875,2.998046875,0.111328125,0.8859999999999999
115,2017.0,1.0,-7.4609375,-4.990234375,-2.978515625,0.111328125,0.8879999999999999
116,2017.0,1.0,14.9609375,4.404296875,-2.978515625,0.111328125,0.8919999999999999
117,2017.0,1.0,14.9609375,-4.990234375,2.998046875,0.111328125,0.8819999999999999
118,2017.0,1.0,14.9609375,-4.990234375,-2.978515625,0.416015625,0.8879999999999999
119,2017.0,1.0,14.9609375,-4.990234375,-2.978515625,0.111328125,0.8879999999999999
120,2017.0,1.0,-2.4609375,-1.845703125,1.748046875,0.166015625,0.8839999999999999
121,2017.0,1.0,19.9609375,-1.845703125,1.748046875,0.166015625,0.8839999999999999
122,2017.0,1.0,-2.4609375,-1.240234375,1.748046875,0.166015625,0.8859999999999999
123,2017.0,1.0,-2.4609375,-1.845703125,0.771484375,0.166015625,0.8859999999999999
124,2017.0,1.0,-2.4609375,-1.845703125,1.748046875,-0.638671875,0.8839999999999999
125,2017.0,1.0,-2.4609375,-1.240234375,0.771484375,-0.638671875,0.8859999999999999
126,2017.0,1.0,19.9609375,-1.845703125,0.771484375,-0.638671875,0.8859999999999999
127,2017.0,1.0,19.9609375,-1.240234375,1.748046875,-0.638671875,0.8859999999999999
128,2017.0,1.0,19.9609375,-1.240234375,0.771484375,0.166015625,0.8859999999999999
129,2017.0,1.0,19.9609375,-1.240234375,0.771484375,-0.638671875,0.8859999999999999
130,2017.0,1.0,17.5390625,3.154296875,-3.251953125,-0.833984375,0.8919999999999999
131,2017.0,1.0,-0.0390625,3.154296875,-3.251953125,-0.833984375,0.8919999999999999
132,2017.0,1.0,17.5390625,3.759765625,-3.251953125,-0.833984375,0.8919999999999999
133,2017.0,1.0,17.5390625,3.154296875,-4.228515625,-0.833984375,0.8919999999999999
134,2017.0,1.0,17.5390625,3.154296875,-3.251953125,0.361328125,0.8919999999999999
135,2017.0,1.0,17.5390625,3.759765625,-4.228515625,0.361328125,0.8919999999999999
136,2017.0,1.0,-0.0390625,3.154296875,-4.228515625,0.361328125,0.8919999999999999
137,2017.0,1.0,-0.0390625,3.759765625,-3.251953125,0.361328125,0.8919999999999999
138,2017.0,1.0,-0.0390625,3.759765625,-4.228515625,-0.833984375,0.8919999999999999
139,2017.0,1.0,-0.0390625,3.759765625,-4.228515625,0.361328125,0.8919999999999999
140,2017.0,1.0,7.5390625,-4.345703125,4.248046875,0.666015625,0.8819999999999999
141,2017.0,1.0,-10.0390625,-4.345703125,4.248046875,0.666015625,0.8819999999999999
142,2017.0,1.0,7.5390625,1.259765625,4.248046875,0.666015625,0.8839999999999999
143,2017.0,1.0,7.5390625,-4.345703125,3.271484375,0.666015625,0.8819999999999999
144,2017.0,1.0,7.5390625,-4.345703125,4.248046875,0.861328125,0.8819999999999999
145,2017.0,1.0,7.5390625,1.259765625,3.271484375,0.861328125,0.8859999999999999
146,2017.0,1.0,-10.0390625,-4.345703125,3.271484375,0.861328125,0.8819999999999999
147,2017.0,1.0,-10.0390625,1.259765625,4.248046875,0.861328125,0.8839999999999999
148,2017.0,1.0,-10.0390625,1.259765625,3.271484375,0.666015625,0.8859999999999999
149,2017.0,1.0,-10.0390625,1.259765625,3.271484375,0.861328125,0.8859999999999999
150,2017.0,1.0,-12.4609375,0.654296875,-0.751953125,-0.333984375,0.8879999999999999
151,2017.0,1.0,9.9609375,0.654296875,-0.751953125,-0.333984375,0.8879999999999999
152,2017.0,1.0,-12.4609375,-3.740234375,-0.751953125,-0.333984375,0.8859999999999999
153,2017.0,1.0,-12.4609375,0.654296875,-1.728515625,-0.333984375,0.8879999999999999
154,2017.0,1.0,-12.4609375,0.654296875,-0.751953125,-0.138671875,0.8879999999999999
155,2017.0,1.0,-12.4609375,-3.740234375,-1.728515625,-0.138671875,0.8859999999999999
156,2017.0,1.0,9.9609375,0.654296875,-1.728515625,-0.138671875,0.8879999999999999
157,2017.0,1.0,9.9609375,-3.740234375,-0.751953125,-0.138671875,0.8859999999999999
158,2017.0,1.0,9.9609375,-3.740234375,-1.728515625,-0.333984375,0.8859999999999999
159,2017.0,1.0,9.9609375,-3.740234375,-1.728515625,-0.138671875,0.8859999999999999
160,2017.0,1.0,-14.9609375,-1.220703125,4.873046875,-0.958984375,0.8819999999999999
161,2017.0,1.0,-17.5390625,-1.220703125,4.873046875,-0.958984375,0.8819999999999999
162,2017.0,1.0,-14.9609375,-4.365234375,4.873046875,-0.958984375,0.8819999999999999
163,2017.0,1.0,-14.9609375,-1.220703125,0.146484375,-0.958984375,0.8859999999999999
164,2017.0,1.0,-14.9609375,-1.220703125,4.873046875,-0.513671875,0.8819999999999999
165,2017.0,1.0,-14.9609375,-4.365234375,0.146484375,-0.513671875,0.8839999999999999
166,2017.0,1.0,-17.5390625,-1.220703125,0.146484375,-0.513671875,0.8859999999999999
167,2017.0,1.0,-17.5390625,-4.365234375,4.873046875,-0.513671875,0.8819999999999999
168,2017.0,1.0,-17.5390625,-4.365234375,0.146484375,-0.958984375,0.8839999999999999
169,2017.0,1.0,-17.5390625,-4.365234375,0.146484375,-0.513671875,0.8839999999999999
170,2017.0,1.0,5.0390625,3.779296875,-0.126953125,0.041015625,0.8899999999999999
171,2017.0,1.0,2.4609375,3.779296875,-0.126953125,0.041015625,0.8899999999999999
172,2017.0,1.0,5.0390625,0.634765625,-0.126953125,0.041015625,0.8879999999999999
173,2017.0,1.0,5.0390625,3.779296875,-4.853515625,0.041015625,0.8919999999999999
174,2017.0,1.0,5.0390625,3.779296875,-0.126953125,0.486328125,0.8899999999999999
175,2017.0,1.0,5.0390625,0.634765625,-4.853515625,0.486328125,0.8919999999999999
176,2017.0,1.0,2.4609375,3.779296875,-4.853515625,0.486328125,0.8919999999999999
177,2017.0,1.0,2.4609375,0.634765625,-0.126953125,0.486328125,0.8879999999999999
178,2017.0,1.0,2.4609375,0.634765625,-4.853515625,0.041015625,0.8919999999999999
179,2017.0,1.0,2.4609375,0.634765625,-4.853515625,0.486328125,0.8919999999999999
180,2017.0,1.0,15.0390625,-3.720703125,2.373046875,-0.458984375,0.8839999999999999
181,2017.0,1.0,12.4609375,-3.720703125,2.373046875,-0.458984375,0.8839999999999999
182,2017.0,1.0,15.0390625,3.134765625,2.373046875,-0.458984375,0.8859999999999999
183,2017.0,1.0,15.0390625,-3.720703125,2.646484375,-0.458984375,0.8839999999999999
184,2017.0,1.0,15.0390625,-3.720703125,2.373046875,0.986328125,0.8839999999999999
185,2017.0,1.0,15.0390625,3.134765625,2.646484375,0.986328125,0.8859999999999999
186,2017.0,1.0,12.4609375,-3.720703125,2.646484375,0.986328125,0.8839999999999999
187,2017.0,1.0,12.4609375,3.134765625,2.373046875,0.986328125,0.8859999999999999
188,2017.0,1.0,12.4609375,3.134765625,2.646484375,-0.458984375,0.8859999999999999
189,2017.0,1.0,12.4609375,3.134765625,2.646484375,0.986328125,0.8859999999999999
190,2017.0,1.0,-4.9609375,1.279296875,-2.626953125,0.541015625,0.8899999999999999
191,2017.0,1.0,-7.5390625,1.279296875,-2.626953125,0.541015625,0.8899999999999999
192,2017.0,1.0,-4.9609375,-1.865234375,-2.626953125,0.541015625,0.8879999999999999
193,2017.0,1.0,-4.9609375,1.279296875,-2.353515625,0.541015625,0.8899999999999999
194,2017.0,1.0,-4.9609375,1.279296875,-2.626953125,-0.013671875,0.8899999999999999
195,2017.0,1.0,-4.9609375,-1.865234375,-2.353515625,-0.013671875,0.8879999999999999
196,2017.0,1.0,-7.5390625,1.279296875,-2.353515625,-0.013671875,0.8899999999999999
197,2017.0,1.0,-7.5390625,-1.865234375,-2.626953125,-0.013671875,0.8879999999999999
198,2017.0,1.0,-7.5390625,-1.865234375,-2.353515625,0.541015625,0.8879999999999999
199,2017.0,1.0,-7.5390625,-1.865234375,-2.353515625,-0.013671875,0.8879999999999999
200,2017.0,1.0,-9.9609375,-4.970703125,-1.376953125,0.791015625,0.8859999999999999
201,2017.0,1.0,-2.5390625,-4.970703125,-1.376953125,0.791015625,0.8859999999999999
202,2017.0,1.0,-9.9609375,-3.115234375,-1.376953125,0.791015625,0.8859999999999999
203,2017.0,1.0,-9.9609375,-4.970703125,3.896484375,0.791015625,0.8819999999999999
204,2017.0,1.0,-9.9609375,-4.970703125,-1.376953125,0.736328125,0.8859999999999999
205,2017.0,1.0,-9.9609375,-3.115234375,3.896484375,0.736328125,0.8819999999999999
206,2017.0,1.0,-2.5390625,-4.970703125,3.896484375,0.736328125,0.8819999999999999
207,2017.0,1.0,-2.5390625,-3.115234375,-1.376953125,0.736328125,0.8859999999999999
208,2017.0,1.0,-2.5390625,-3.115234375,3.896484375,0.791015625,0.8819999999999999
209,2017.0,1.0,-2.5390625,-3.115234375,3.896484375,0.736328125,0.8819999999999999
210,2017.0,1.0,10.0390625,0.029296875,3.623046875,-0.208984375,0.8839999999999999
211,2017.0,1.0,17.4609375,0.029296875,3.623046875,-0.208984375,0.8839999999999999
212,2017.0,1.0,10.0390625,1.884765625,3.623046875,-0.208984375,0.8859999999999999
213,2017.0,1.0,10.0390625,0.029296875,-1.103515625,-0.208984375,0.8879999999999999
214,2017.0,1.0,10.0390625,0.029296875,3.623046875,-0.263671875,0.8839999999999999
215,2017.0,1.0,10.0390625,1.884765625,-1.103515625,-0.263671875,0.8879999999999999
216,2017.0,1.0,17.4609375,0.029296875,-1.103515625,-0.263671875,0.8879999999999999
217,2017.0,1.0,17.4609375,1.884765625,3.623046875,-0.263671875,0.8859999999999999
218,2017.0,1.0,17.4609375,1.884765625,-1.103515625,-0.208984375,0.8879999999999999
219,2017.0,1.0,17.4609375,1.884765625,-1.103515625,-0.263671875,0.8879999999999999
220,2017.0,1.0,0.0390625,-2.470703125,-3.876953125,0.291015625,0.8899999999999999
221,2017.0,1.0,7.4609375,-2.470703125,-3.876953125,0.291015625,0.8899999999999999
222,2017.0,1.0,0.0390625,4.384765625,-3.876953125,0.291015625,0.8919999999999999
223,2017.0,1.0,0.0390625,-2.470703125,1.396484375,0.291015625,0.8839999999999999
224,2017.0,1.0,0.0390625,-2.470703125,-3.876953125,-0.763671875,0.8899999999999999
225,2017.0,1.0,0.0390625,4.384765625,1.396484375,-0.763671875,0.8879999999999999
226,2017.0,1.0,7.4609375,-2.470703125,1.396484375,-0.763671875,0.8839999999999999
227,2017.0,1.0,7.4609375,4.384765625,-3.876953125,-0.763671875,0.8919999999999999
228,2017.0,1.0,7.4609375,4.384765625,1.396484375,0.291015625,0.8879999999999999
229,2017.0,1.0,7.4609375,4.384765625,1.396484375,-0.763671875,0.8879999999999999
230,2017.0,1.0,-19.9609375,2.529296875,1.123046875,-0.708984375,0.8879999999999999
231,2017.0,1.0,-12.5390625,2.529296875,1.123046875,-0.708984375,0.8879999999999999
