strt_date,LST,view_time,eps_31,eps_32,strt_date,hour,minute,Year,Month,Day,timestamp
2015-05-26,280.96,10.8,0.49,0.984,2015-05-26,10,48,2015,5,26,2015-05-26 10:48:00
2016-10-13,283.26,10.5,0.98,0.984,2016-10-13,10,30,2016,10,13,2016-10-13 10:30:00
2015-12-27,290.1,9.5,0.98,0.984,2015-12-27,9,30,2015,12,27,2015-12-27 09:30:00
2017-09-16,274.92,10.4,0.49,0.984,2017-09-16,10,24,2017,9,16,2017-09-16 10:24:00
2015-10-02,292.0,10.3,0.49,0.49,2015-10-02,10,18,2015,10,2,2015-10-02 10:18:00
2015-05-13,275.52,9.8,0.49,0.984,2015-05-13,9,48,2015,5,13,2015-05-13 09:48:00
2017-11-19,283.0,10.100000000000001,0.982,0.984,2017-11-19,10,6,2017,11,19,2017-11-19 10:06:00
2015-04-02,290.46,9.8,0.982,0.49,2015-04-02,9,48,2015,4,2,2015-04-02 09:48:00
2017-09-27,290.88,10.3,0.98,0.49,2017-09-27,10,18,2017,9,27,2017-09-27 10:18:00
2015-06-29,278.44,9.700000000000001,0.98,0.984,2015-06-29,9,42,2015,6,29,2015-06-29 09:42:00
2015-10-13,290.76,10.8,0.49,0.984,2015-10-13,10,48,2015,10,13,2015-10-13 10:48:00
2017-02-09,296.0,9.9,0.982,0.984,2017-02-09,9,54,2017,2,9,2017-02-09 09:54:00
2015-08-21,280.56,10.200000000000001,0.98,0.984,2015-08-21,10,12,2015,8,21,2015-08-21 10:12:00
2015-12-14,295.8,10.3,0.49,0.49,2015-12-14,10,18,2015,12,14,2015-12-14 10:18:00
2016-04-17,285.08,10.0,0.98,0.49,2016-04-17,10,0,2016,4,17,2016-04-17 10:00:00
2017-05-09,283.2,10.4,0.49,0.984,2017-05-09,10,24,2017,5,9,2017-05-09 10:24:00
