strt_date,LST,view_time,eps_31,eps_32,strt_date,hour,minute,Year,Month,Day,timestamp
2016-11-07,0.0,11.0,0.984,0.986,2016-11-07,11,0,2016,11,7,2016-11-07 11:00:00
2016-11-10,320.72,9.9,0.982,0.986,2016-11-10,9,54,2016,11,10,2016-11-10 09:54:00
2016-11-11,321.98,10.600000000000001,0.982,0.986,2016-11-11,10,36,2016,11,11,2016-11-11 10:36:00
2016-11-13,0.0,10.4,0.982,0.986,2016-11-13,10,24,2016,11,13,2016-11-13 10:24:00
2016-11-15,318.96,10.200000000000001,0.982,0.986,2016-11-15,10,12,2016,11,15,2016-11-15 10:12:00
2016-11-20,317.06,10.5,0.982,0.986,2016-11-20,10,30,2016,11,20,2016-11-20 10:30:00
2016-11-27,325.26,10.600000000000001,0.982,0.986,2016-11-27,10,36,2016,11,27,2016-11-27 10:36:00
2016-12-06,323.6,10.5,0.982,0.986,2016-12-06,10,30,2016,12,6,2016-12-06 10:30:00
2016-12-08,325.16,10.3,0.982,0.986,2016-12-08,10,18,2016,12,8,2016-12-08 10:18:00
